assertion_id	source_record	source_record_sha256	assertion_type	source_position	assertion_sha256	resolution_status	review_reason	review_evidence
MIM.review:2d84fbc88cbb261de51ca709a106291cd9e3a04151f174d06ce92fe669d60aea	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1518	76b1918ad7a7e9a8983c99ae518dffc33cf8636a612f21ac485af7cc4e759fcf	OPEN	The exported exactMatch asserts a fully deprotonated charge-specific species. Source evidence and the positive report preserve CLOSE_MATCH because the bare source name is not a verified synonym of that species and the assignment assumes medium pH. Equality between identifier and ontology_id cannot supply the missing exact-relation evidence.	reports/sssom_completion_20260921/review.json
MIM.review:8eedc84f9c7b50487f1f6428a06c3e87479c0179cc2949c35a8a89e953fb7c02	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1519	753042000aa2ea7eea326610dc975ddd2dc4ee66c6340c6b7671384426bae983	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:0fd0508cf852f1fc967db141c42438f100bc2dd391b37993e02c72cf787814c9	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	152	01b010ca7306d849c63b07137579a154817c297be753403a03e462b6ba6406f8	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: the neutral acid remains as a RAW_TEXT synonym that publishes through SSSOM other.	reports/sssom_completion_20260921/review.json
MIM.review:8fd6e9e287820e7fd63c93f4db83b569fdd25c59e6b400084e9e065bb7035eb8	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1520	ae4831a21f2092b5321d1828ceb1df58ffba53d85661064c0922200b00c96544	OPEN	The available report does not individually document every current other token as a same-subject synonym. Identity-level or general final-row agreement is insufficient to approve the complete payload; token-level review remains required.	reports/sssom_completion_20260921/review.json
MIM.review:2a71d7346d399162fe81277cc01937a6a1cd973798fdeefed5ed61dd734e77a8	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1521	7c5d6b7ffaca28ee1ed60a571f24313d904342dbe0fcc873d8c38b7fa29fe388	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:8dafc71c23a3f380aba62e58767b54da1f53f1bfb76832d26437d1fa601e7ba7	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1522	fe549ebe9ec3681ad009df31b9936c532f702c851389b3303354b53518dcbdb8	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:0e04b3fc7159b613f868f99601c2916d238374e8471096ac065ca6a0abeff606	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1523	77eb844fbb1bd7573d0f19a33d01e3b71f0b84aae3685d6e50f620dcc68f484d	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:d2fcc574a5a3096b953d6b5f9f1f3ed15e19c709a7a8d36efec6b030c5956bfc	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1524	2e4b06f0a7ee067cad49992ba9818e9486f6110af38ba123dec716bd2c52c763	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:f29320ae7eb91c0703f5528fe391f6d2a19b405dbfbe903cda9135cd00617090	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1525	9688f784c9ce542e749db25fa1c4405fe7278dc32bf4bf7e04fc2821e94c8620	OPEN	The available report does not individually document every current other token as a same-subject synonym. Identity-level or general final-row agreement is insufficient to approve the complete payload; token-level review remains required.	reports/sssom_completion_20260921/review.json
MIM.review:c0f06857170713abcbd575dd1b46e229f1c5cba7a18a4cdac5ae99637984b3b4	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1526	9c961d710ae7095f55e4a7b2a0ffff0ca3c694ef83af0d213d13b9096852bd72	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:b23014a01cf12065379ab1d57aa3d1eda2fc722aca28e05c1fd862ba8a00d4b2	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1527	bf084c2efdb6370da8d5c3756e90a73434750e3a0657643701eda19f751922b2	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:1c138b51e2ff1f4d1aa827d9dfbf4b80233fe08d928c33ba85e5bc904961e077	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1528	77a9be32f531e22fb1f27f877ffc60f36ae23ec68eb36b9b71e44c01c70da5bf	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:7a8dd11e5bebc675d1502e6f8235cd64973100d994ceb3dbced089556ccfa866	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1529	85830b68843fc5644fa786aece2494c5dffd018765a960424c59c408f0182c55	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:20fda440dc050f75c336d0d726bfdf5377e336c91634b065beeffcf3f9b55dfa	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	153	904a3cd246a03b29b0883bac355c8c4a07f8ce40d64800714c48e3bef512d1a3	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:a29bccc2a695eda5676a5289cb4e253ec8082d20dd94dffb4c2841cef564af78	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1530	a93ec7553eacf4adf72d1731e9986bf93fc21452dea7c766049560c92891105b	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:92dacb40546e0ff1ee9bc28e3d4d1d1c7030b8bcffaad3e46b793c56caf4fd3e	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1531	269a6bb31efc1b6c187f0a7a708d266f6388ecf5e3f461ac8ae93ce3ed943041	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:2ea24104584b8ddf0d878fa2ade7c7df35dc31df58e1a25ec1b1794cf428c62e	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1532	4bb9b32dd7bf052e23da981b5840962e197b341723581066920df8d2cb5f7a87	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:84774648da785fed8637d302a458ba8bfdb3832166bcb5ddbb80951f99670496	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1533	8a2a4f828312469e972b1d8d74c2d19677379b1b063971965ebfe9f0e403a157	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:9236d561e7b21131011b44b50c71695ab3930a67780cdf8ed8547bb0a4bd68e9	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1534	68111d965a4bc786721a87326332582a93b767e91e1d9d22104e1986b693266a	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:8ada7005f347d5297f09c523b6c09872e9df80e16883c1cdcb1db62aff1cbaee	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1535	85e9157cd24192a73d80c4828ab301d684ad23b68b24f9afcc3262206f6703e9	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:18b7a1d9c62a6cc65ac01788602083f4fb9547c35ff33cee6b6b96d74ec0aa3a	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1536	60d97fe7ec90285b84295fd4b67478d0d883e80c546a4d00a95b95c0794a1035	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:118ab16f4d906acf4195a1f1cf041b6e2d14b51a0dc0bd697b6efec3223fc5bb	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1537	877e61a9b76f15b0b0ba6c8c0b452fb0d27251c5ea5beeb0641b5c13498eaf81	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: broader acetate/acetyl ester labels export as synonyms and CARBON_SOURCE is not supported by the original Mineral role.	reports/sssom_completion_20260921/review.json
MIM.review:62220d13fb62f093db084e5ab9cd22cff6db49acc11d0824957481251c44080f	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1538	f5f3aee373f725c283d7afb1e48bf98323212e6ccd7d1086734239f565a54ca3	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:41e9e46d8865cc7e5a693ea79176647d0cdc77b26d8d74da34c8018df0ca9521	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1539	e3d3bc41185ca961c1b78f6ce8f91a988402170308db6aa0c948eabc619905c2	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:f43db8207cceccac30e220d86994e438c0f35d0d60debc3a72f61ea7fa730c5e	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	154	d1e0ad434a34b7079825b8cf8240035a1f3f4e06ab8f8b97e564ee644b3cfd77	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:3af61e4ca72baf6eadcb057363c8f661ad4c412e37ecd5f2dfc0cbd45ff6de2f	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1540	580e9ab954cee7a48c388727c732ef3d00f473c5de7432e86ea83e5981c48222	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:22691e66b105998936f5aaa786f827e3a316ef3e6ce52cccb2e83c0bd2c25062	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1541	7d617a130848953ea31575e330473e6ca4f85d536c33e4f43441fe5d0427b4e7	OPEN	Cross-record baseline is an unresolved review obligation, not proof of false identity. Native related-form aliases and ontology synonyms must be judged in their actual row predicate/object context; no blanket approval.	reports/sssom_completion_20260921/review.json
MIM.review:9ad159f6abe1b02598fe48e6cf3bef8f8cce8ce287ab1c5819465f45720b537d	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1542	d30e8908f8ea5e2585802d9f66cdc71fc587599941d0cee557f89121fa0f6462	OPEN	The prior record review does not settle this non-exact relation and its complete synonym scope under the current mapping-only release standard. Preserve the precise parent/close claim for explicit relation review. Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: the structure pair and kg_microbe_node_id still point at anhydrous CHEBI:131527.	reports/sssom_completion_20260921/review.json
MIM.review:9728765da964d6e384f47432c05910e0da51db82b97e1dd5fdf166e863cd25a7	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1543	926b35cb6529cea86655dbeb11152de5eb0f9fae21d9f2a6e63385257b54f01f	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: the structure pair and kg_microbe_node_id still point at anhydrous CHEBI:131527.	reports/sssom_completion_20260921/review.json
MIM.review:f1e155598c02e8f18cc5cbc938a639da2940148d9c81fc5a00b447bbe640c0ca	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1544	5a11eb967e30acdd03078cfcbe52be2e575c314cc43a7c9ab3922c1e2308ded7	APPROVED	OLS/PubChem evidence explicitly verifies potassium tetrathionate CHEBI:86466, all specific dipotassium-tetrathionate aliases and CAS:13932-13-3. The mapping payload is unchanged by subsequent role curation.	reports/sssom_completion_20260921/review.json
MIM.review:895248368ff42cd9c97dcd663edb78544a2ab213b834632c8d1e16467bedbe9d	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1545	73958c097e74761b75e683bad15aef94590c8be051f105c0a8ffff4d114673da	OPEN	The available report does not individually document every current other token as a same-subject synonym. Identity-level or general final-row agreement is insufficient to approve the complete payload; token-level review remains required.	reports/sssom_completion_20260921/review.json
MIM.review:6fdf8dce63bc697569bda8e389e158a33edb6c637a55512b6bf42bff0e7e5714	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1546	a6a606925f27ee450795413c65ffa6e90329bb90c069692531060556e6593b2e	OPEN	The prior record review does not settle this non-exact relation and its complete synonym scope under the current mapping-only release standard. Preserve the precise parent/close claim for explicit relation review. The historical report validates a parent or nearby target but this focused review has not independently established the actual broadMatch/closeMatch relation with the required supplied-form or material scope. No nonexact relation is promoted from mapping grade or term existence alone.	reports/sssom_completion_20260921/review.json
MIM.review:2f01eaaa0f3c11564370727012e28f0efc13e0c39d101b6f5b5288ccea67d0ea	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1547	460cdbf064ae776fd76cb26277dd02829a126f0b6de2934f8d3ebbcb71ef29f6	OPEN	The available report does not individually document every current other token as a same-subject synonym. Identity-level or general final-row agreement is insufficient to approve the complete payload; token-level review remains required.	reports/sssom_completion_20260921/review.json
MIM.review:14fabfd8650d2f224d53c8e084695e542efa98b74bed987ac65b1f6f0ecc6529	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1548	d79a0658df2170dbf7fbe71bd5407ffaa97ad4d430f2bbd36a31d4caecd2d595	OPEN	The prior record review does not settle this non-exact relation and its complete synonym scope under the current mapping-only release standard. Preserve the precise parent/close claim for explicit relation review. Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:02fe09e0f8456e10182fbcf903223c659f53b8b8b41d81ca07b395bf259c82a5	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1549	8f23a4fd0bb0b769e86e885c54d87334e04a6df3b79623cd54b0b480a50ab9e7	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:cf14ff81e13c91f06e2d76eb9811349bf580c303a4fa679bd06ac625b0270c0f	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	155	8b89fd474ff8b522ad43df09b11a66a217f8304170ac1790ec53d64aa9c3115b	OPEN	The prior record review does not settle this non-exact relation and its complete synonym scope under the current mapping-only release standard. Preserve the precise parent/close claim for explicit relation review. Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: the ChEBI parent is still generic sodium salt, SSSOM other carries a propionate label, and CARBON_SOURCE is provisional.	reports/sssom_completion_20260921/review.json
MIM.review:01e7b47f64be5fe7edda255853359dfa7ab45c943f9c3d60d9c092d8683bcef3	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1550	c95984d789dc40d255d4556e2366624b81881e3e5e2e6ccfaef44a30a6897777	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:d9e6519dea1dbdabbf62217d11030df562298e600d01321c1c7fc35c12ab891f	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1551	d6168a788e4153b2778b93044d195a5fad48998fbfbb0ed9b0f44869d6b9c25b	OPEN	Preparation/concentration/instruction tokens remain in the synonym channel and need individual same-subject review: kanamycin (if needed). Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: final SSSOM exports a conditional recipe note as a synonym and SELECTIVE_AGENT is only provisional name-pattern evidence.	reports/sssom_completion_20260921/review.json
MIM.review:d80d014d67b75525d7c45d10744f0fe8ed8ba1686e221740b560c70685861ff5	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1552	e0180dad5f9e64b7a24b44ecdea35bf588eb75680329cdb1517a81e2df8f70a1	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: the stored/exported CAS RN is transposed and SELECTIVE_AGENT is only provisional name-pattern evidence.	reports/sssom_completion_20260921/review.json
MIM.review:5012e71237d23a420b24c7c6e72199b9cc97343a8f1c440413dc83660cc26fe3	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1553	65bd135d83c64cf5b5fe497d12ba3d7ced508e561fad8f51f54a384bb0228e58	APPROVED	Mapping-only review supports the exact source identity using the archived target/registry identity evidence quoted here. The current other field is empty, so this row asserts no additional synonyms. Unresolved role, recipe, component, occurrence or curation-metadata findings remain outside this row-scoped decision.	reports/sssom_completion_20260921/review.json
MIM.review:b6322c55b2264ed96c43c55ed96d0dd617405aea4efeb64277936add9ea35464	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1554	5699be98da905c86d093da68f6d1c4db9e7847d7f2aaf8d7f94a3e0136ff5cc3	OPEN	The prior record review does not settle this non-exact relation and its complete synonym scope under the current mapping-only release standard. Preserve the precise parent/close claim for explicit relation review. The historical report validates a parent or nearby target but this focused review has not independently established the actual broadMatch/closeMatch relation with the required supplied-form or material scope. No nonexact relation is promoted from mapping grade or term existence alone.	reports/sssom_completion_20260921/review.json
MIM.review:95bbdf5d01925c97b0b9221e38c04414a44b09a8778c5f9e2eb25ef828913f19	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1555	a29e544aef3e63491f1bc481081269b7c05c0c795cf7f13ddd2e65533aae7f8d	APPROVED	Mapping-only review supports the exact local registry reference for this named source record; it does not assert ingredient components, roles, or equivalence to the external parent. The current other field is empty, so this row asserts no additional synonyms. Unresolved role, recipe, component, occurrence or curation-metadata findings remain outside this row-scoped decision.	reports/sssom_completion_20260921/review.json
MIM.review:f3a70c8bf4ebce60925610dfc6f7bb2164649915820f9c884e748acd43266e17	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1556	8678c448f4eb2d20916ee4d2105d7d5d1fe3eab0b48b9ee5218e13d8255a7232	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:af25df11b5dc3a119235cb07456c5af22be38a23f1fa1966eef3f8577dda9736	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1557	80f308279a786e6d78872e44a62a3cfc1418978a46b3763b7d9c65d642a6dda7	APPROVED	Retain the existing explicit scientific approval for the identical owner and complete mapping payload, subject to this review's independent negative findings and relation/alias-scope safeguards. Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/sssom_completion_20260921/review.json
MIM.review:ba459fe2f13334f688afb07435c5c4bf10df28d413449b26e0f5a2b382e369ca	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1558	02d3ac2faf6643e13390fae84dac080c8472df3d9a0149d84a325d0ccd198fad	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: the InChI and SMILES still describe the old stereospecific CHEBI:6117 form.	reports/sssom_completion_20260921/review.json
MIM.review:10b7048a7fb3c932949383b69afd0f0bf224c5cd444043dba823b549b360f2e2	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1559	bb4ea091adad641b83391bc46f79bc781388f8289a96105eb55f95304e109a33	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: The exact potassium bromide identity, CAS value, structure fields, occurrence count, role, and final SSSOM row pass except active synonym K HPO is not potassium bromide and still publishes in SSSOM other.	reports/sssom_completion_20260921/review.json
MIM.review:14701de5d837244f492c2b4fd0048a52b754904dd2346b44ec58fed1ae53cc51	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	156	557b2b8177f1351d49fbd4c0a67f165039e8c5b94b312bba566af218fb0aa174	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: the ChEBI parent is still generic sodium salt, SSSOM other carries a propionate label, and CARBON_SOURCE is provisional.	reports/sssom_completion_20260921/review.json
MIM.review:30e5768919d00b91f8472193602910dc5305079980c67248e44b6d093de0e970	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1560	1c7cb7f4ea7f73b3dabac71e1f8eadba7051b61f0a6e68bd55b7d55607b938fd	OPEN	Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: final SSSOM exports supplier/CAS-decorated raw labels as synonyms.	reports/sssom_completion_20260921/review.json
MIM.review:00e2035b85ece41266a92f1042f0fbd7bb37ceed6662eb211438f84239ad7997	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1561	8e62a6aad5c12b8f5c46eca7e6e8211a938b899dc237dd838c37db749cb66149	OPEN	The source grounding grade is CLOSE_MATCH; identity with its own identifier does not substantiate an exact ontology equivalence. A source-scoped exact-relation review is required. Current row requires resolution of this record-specific mapping/identity/alias/evidence concern: final SSSOM publishes the curated CLOSE_MATCH as skos:exactMatch instead of skos:closeMatch.	reports/sssom_completion_20260921/review.json
MIM.review:76e32fafb9c0f1b9cf60968598d33d677aafa7d77fe9f5b6631028a25086e6c9	mappings/ingredient_mappings.sssom.tsv	666923fa17a18dc9dce2388f8d5114092c47e19c1bcf69592cd12065df57de79	mapping	1562	06ddbdd871e7885aa9f62cdb9763ea66322a42c5792b061858c9058835e84b9a	APPROVED	Mapping-only review supports the exact source identity using the archived target/registry identity evidence quoted here. The current other field is empty, so this row asserts no additional synonyms. Unresolved role, recipe, component, occurrence or curation-metadata findings remain outside this row-scoped decision.	reports/sssom_completion_20260921/review.json
