subject_id	subject_label	predicate_context_object_id	object_label	original_verdict	row_review_status	review_artifact	review_notes
MIM:Fe2_So43_X_N_H2o	Fe2(SO4)3 x n H2O	CHEBI:53438	iron(3+) sulfate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fe4_Po42	Fe4(PO4)2	CHEBI:132767	ferric pyrophosphate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fe_Iii-edta	Fe(III)-EDTA	CHEBI:30729	ethylenediaminetetraacetatoferrate(1-)	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fe_Iii_Citrate	Fe(III) citrate	CHEBI:144421	iron(III) citrate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fe_Iiipo4_X_4_H2o	Fe(III)PO4 x 4 H2O	CHEBI:131372	iron(3+) phosphate tetrahydrate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fe_Nh42_So42_X_6_H2o	Fe(NH4)2(SO4)2 x 6 H2O	CHEBI:76181	ferrous ammonium sulfate hexahydrate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fe_Nh42_So42_X_7_H2o	Fe(NH4)2(SO4)2 x 7 H2O	CHEBI:131378	ferrous ammonium sulfate heptahydrate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fecl2	FeCl2	CHEBI:30812	iron dichloride	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fecl2_X_4_H2o	FeCl2 x 4 H2O	CHEBI:86249	iron dichloride tetrahydrate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fecl2_X_6_H2o	FeCl2 x 6 H2O	CHEBI:30812	iron dichloride	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fecl2_X_7_H2o	FeCl2 x 7 H2O	CHEBI:30812	iron dichloride	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fecl3	FeCl3	CHEBI:30808	iron trichloride	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fecl3_X_4_H2o	FeCl3 x 4 H2O	CHEBI:30808	iron trichloride	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fecl3_X_6_H2o	FeCl3 x 6 H2O	CHEBI:86254	iron trichloride hexahydrate	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fepo4	FePO4	CHEBI:131371	iron(3+) phosphate	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Ferric_Ammonium_Citrate	Ferric ammonium citrate	CHEBI:31604	ferric ammonium citrate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ferric_Chloride_Hexahydrate	Ferric chloride hexahydrate	CHEBI:82824	calpain inhibitor	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ferric_Citrate_Monohydrate	Ferric citrate monohydrate	CHEBI:144434	iron(III) citrate monohydrate	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Ferrihydrite	Ferrihydrite	CHEBI:192761	ferrihydrite	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ferrous_Citrate	Ferrous citrate	mesh:C016600	ferrous citrate	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Ferroverdin	ferroverdin	CHEBI:219729	Ferroverdin	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Ferulic_Acid	Ferulic Acid	CHEBI:193350	ferulic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Feso4	FeSO4	CHEBI:75832	iron(2+) sulfate (anhydrous)	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Feso4_X_5_H2o	FeSO4 x 5 H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Feso4_X_6_H2o	FeSO4 x 6 H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Feso4_X_7_H2o	FeSO4 x 7 H2O	CHEBI:75836	iron(2+) sulfate heptahydrate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Feso4_X_7h2o	FeSO4 x 7H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Feso4_X_H2o	FeSO4 x H2O	CHEBI:75834	iron(2+) sulfate monohydrate	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fetal_Bovine_Serum	Fetal bovine serum	NCIT:C113696	Fetal Bovine Serum	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Fig	Fig	NCIT:C71971	Fig	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Fildes_Enrichment	Fildes Enrichment	MICRO:0001597	fildes enrichment	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Filtered_Seawater	Filtered Seawater	MICRO:0001773	filtered seawater	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Fish-sperm_Dna	Fish-Sperm DNA	CHEBI:16991	deoxyribonucleic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fish_peptone	Fish peptone	MICRO:0000462	fish peptone	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Flavensomycin	Flavensomycin	kgmicrobe.compound:flavensomycin	Flavensomycin	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep pending curator promotion to external ontology term; kg-microbe placeholder retained as local registry identifier until an exact external ontology identity is curated.
MIM:Flavin_Adenine_Dinucleotide	Flavin adenine dinucleotide	CHEBI:24040	flavin adenine dinucleotide	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Flavofungin	Flavofungin	mesh:C001897	flavofungin	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Flavomycin	Flavomycin	CHEBI:28908	bambermycin	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Flavone	Flavone	CHEBI:42491	flavone	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fluoranthene	Fluoranthene	CHEBI:33083	fluoranthene	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Folic_Acid	Folic acid	CHEBI:27470	folic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Folinic_Acid	Folinic acid	CHEBI:15640	5-formyltetrahydrofolic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Formaldehyde	Formaldehyde	CHEBI:16842	formaldehyde	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Formamide	Formamide	CHEBI:16397	formamide	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Formic_Acid	Formic acid	CHEBI:30751	formic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fosmidomycin_Sodium_Salt_Hydrate	Fosmidomycin sodium salt hydrate	CHEBI:201600	Fosmidomycin sodium salt	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fosmidomycin_Sodium_Salt_Hydrate	Fosmidomycin sodium salt hydrate	cas:66508-37-0	Fosmidomycin sodium salt hydrate	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Fosmidomycin_Sodium_Salt_Hydrate	Fosmidomycin sodium salt hydrate	kgmicrobe.compound:fosmidomycin_sodium_salt_hydrate	Fosmidomycin sodium salt hydrate	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:Fradicin	Fradicin	mesh:C033989	fradicin	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Fraxetin	Fraxetin	CHEBI:5169	fraxetin	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fructooligosaccharides_~28FOS~29	Fructooligosaccharides (FOS)	CHEBI:28645	beta-D-fructofuranose	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fructooligosaccharides_~28FOS~29	Fructooligosaccharides (FOS)	cas:308066-66-2	Fructooligosaccharides (FOS)	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Fructooligosaccharides_~28FOS~29	Fructooligosaccharides (FOS)	kgmicrobe.compound:fructooligosaccharides_~28fos~29	Fructooligosaccharides (FOS)	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:Fructose-6-phosphate	Fructose-6-phosphate	CHEBI:15946	keto-D-fructose 6-phosphate	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fructose-asparagine	Fructose-asparagine	cas:34393-27-6	Fructose-asparagine	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Fructose	Fructose	CHEBI:28757	fructose	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fucose	Fucose	CHEBI:18287	L-fucose	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fucose	Fucose	kgmicrobe.compound:fucose	Fucose	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:Fumaric_Acid	Fumaric acid	CHEBI:18012	fumaric acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fumarprotocetraric_Acid	Fumarprotocetraric Acid	CHEBI:144157	Fumarprotocetraric acid	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Furaltadone_Hydrochloride	Furaltadone hydrochloride	NCIT:C217928	Furaltadone Hydrochloride	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Furaltadone_Hydrochloride	Furaltadone hydrochloride	cas:3759-92-1	Furaltadone hydrochloride	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Furaltadone_Hydrochloride	Furaltadone hydrochloride	kgmicrobe.compound:furaltadone_hydrochloride	Furaltadone hydrochloride	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:Furfuryl_Alcohol	Furfuryl Alcohol	CHEBI:207496	furfuryl alcohol	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fusaric_Acid	Fusaric acid	CHEBI:5199	Fusaric acid	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Fusidic_Acid_Sodium_Salt	Fusidic acid sodium salt	CHEBI:29013	fusidic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Fusidic_Acid_Sodium_Salt	Fusidic acid sodium salt	cas:751-94-0	Fusidic acid sodium salt	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Fusidic_Acid_Sodium_Salt	Fusidic acid sodium salt	kgmicrobe.compound:fusidic_acid_sodium_salt	Fusidic acid sodium salt	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:G418_Disulfate_Salt_Solution	G418 disulfate salt solution	cas:108321-42-2	G418 disulfate salt solution	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Galactomannan_From_Guar	Galactomannan from guar	CHEBI:27680	galactomannan	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Galactomannan_From_Guar	Galactomannan from guar	cas:11078-30-1	Galactomannan from guar	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Galactomannan_From_Guar	Galactomannan from guar	kgmicrobe.compound:galactomannan_from_guar	Galactomannan from guar	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:Galactose	Galactose	CHEBI:28260	galactose	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Galactose_1-phosphate_Dipotassium_Salt_Pentahydrate	Galactose 1-phosphate dipotassium salt pentahydrate	cas:19046-60-7	Galactose 1-phosphate dipotassium salt pentahydrate	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Gallic_Acid	Gallic Acid	CHEBI:30778	gallic acid	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Gallium~28III~29chloride	Gallium(III)chloride	cas:13450-90-3	Gallium(III)chloride	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Gambogic_Acid	Gambogic Acid	CHEBI:67521	(-)-gambogic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Gamma-aminobutyric_Acid	gamma-Aminobutyric acid	CHEBI:16865	gamma-aminobutyric acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Garden_Soil	Garden soil	ENVO:00002263	garden soil	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Gardimycin	Gardimycin	mesh:C012993	gardimycin	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Gelatine	Gelatine	CHEBI:5291	gelatin	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Gelrite	Gelrite	CHEBI:85248	gellan gum	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Geneticin_G418	Geneticin G418	CHEBI:42768	geneticin	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Gentamicin_Sulfate_Salt	Gentamicin sulfate salt	CHEBI:5312	gentamicin sulfate	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Gentibiose	Gentibiose	CHEBI:28066	gentiobiose	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Gentisic_Acid	Gentisic acid	CHEBI:17189	2,5-dihydroxybenzoic acid	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Geomycin	Geomycin	mesh:D010118	Oxytetracycline	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Gepotidacin	Gepotidacin	NCIT:C170025	Gepotidacin	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Gepotidacin	Gepotidacin	cas:1075236-89-3	Gepotidacin	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Gepotidacin	Gepotidacin	kgmicrobe.compound:gepotidacin	Gepotidacin	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:Geraniol	Geraniol	CHEBI:17447	geraniol	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Ginger	Ginger	NCIT:C66725	Ginger	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future; Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Ginkgolide_A	Ginkgolide A	CHEBI:5355	Ginkgolide A	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Ginkgotoxin	Ginkgotoxin	CHEBI:166575	Ginkgotoxin	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
MIM:Glebomycin	Glebomycin	NCIT:C90636	Bluensomycin	UNKNOWN_TERM	missing_prefix_validator_coverage_issue	mappings/ingredient_mappings_unknown_term_triage.tsv	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.
MIM:Glucomannan_~28konjac~29	Glucomannan (konjac)	CHEBI:17020	glucomannan	SYNONYM_ENRICH	ALREADY_REPRESENTED	mappings/ingredient_mappings_synonym_enrich_review.tsv	All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Glucomannan_~28konjac~29	Glucomannan (konjac)	cas:11078-31-2	Glucomannan (konjac)	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.
MIM:Glucomannan_~28konjac~29	Glucomannan (konjac)	kgmicrobe.compound:glucomannan_~28konjac~29	Glucomannan (konjac)	UNKNOWN_TERM	expected_registry_identifier	mappings/ingredient_mappings_unknown_term_triage.tsv	keep; no mapping repair needed; kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.
MIM:Gluconic_Acid	Gluconic acid	CHEBI:33198	D-gluconic acid	CONFIRMED	CONFIRMED_NO_ACTION	mappings/ingredient_mappings_oak_ols_review.tsv	OAK/OLS review confirmed mapping; no curation action required in this row-review pass.
